PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
852,No,Third Class,"Svensson, Mr. Johan",male,74,0,0,347060,7.775,,S
853,No,Third Class,"Boulos, Miss. Nourelain",female,9,1,1,2678,15.2458,,C
855,No,Second Class,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,1,0,244252,26,,S
860,No,Third Class,"Razi, Mr. Raihed",male,,0,0,2629,7.2292,,C
861,No,Third Class,"Hansen, Mr. Claus Peter",male,41,2,0,350026,14.1083,,S
862,No,Second Class,"Giles, Mr. Frederick Edward",male,21,1,0,28134,11.5,,S
864,No,Third Class,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343,69.55,,S
865,No,Second Class,"Gill, Mr. John William",male,24,0,0,233866,13,,S
868,No,First Class,"Roebling, Mr. Washington Augustus II",male,31,0,0,PC 17590,50.4958,A24,S
869,No,Third Class,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S
871,No,Third Class,"Balkic, Mr. Cerin",male,26,0,0,349248,7.8958,,S
873,No,First Class,"Carlsson, Mr. Frans Olof",male,33,0,0,695,5,B51 B53 B55,S
874,No,Third Class,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,9,,S
877,No,Third Class,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,7534,9.8458,,S
878,No,Third Class,"Petroff, Mr. Nedelio",male,19,0,0,349212,7.8958,,S
879,No,Third Class,"Laleff, Mr. Kristo",male,,0,0,349217,7.8958,,S
882,No,Third Class,"Markun, Mr. Johann",male,33,0,0,349257,7.8958,,S
883,No,Third Class,"Dahlberg, Miss. Gerda Ulrika",female,22,0,0,7552,10.5167,,S
884,No,Second Class,"Banfield, Mr. Frederick James",male,28,0,0,C.A./SOTON 34068,10.5,,S
885,No,Third Class,"Sutehall, Mr. Henry Jr",male,25,0,0,SOTON/OQ 392076,7.05,,S
886,No,Third Class,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,382652,29.125,,Q
887,No,Second Class,"Montvila, Rev. Juozas",male,27,0,0,211536,13,,S
889,No,Third Class,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,23.45,,S
891,No,Third Class,"Dooley, Mr. Patrick",male,32,0,0,370376,7.75,,Q
